trade_date,ticker,asof_timestamp,instrument_id
2022-09-16,AAPL,2022-09-16T16:00:00,AAPL
2022-09-16,MSFT,2022-09-16T16:00:00,MSFT
2022-09-16,NVDA,2022-09-16T16:00:00,NVDA
2022-09-16,AMZN,2022-09-16T16:00:00,AMZN
2022-09-16,META,2022-09-16T16:00:00,META
2022-09-16,GOOGL,2022-09-16T16:00:00,GOOGL
2022-09-16,GOOG,2022-09-16T16:00:00,GOOG
2022-09-16,TSLA,2022-09-16T16:00:00,TSLA
2022-09-16,AVGO,2022-09-16T16:00:00,AVGO
2022-09-16,COST,2022-09-16T16:00:00,COST
2022-09-16,NFLX,2022-09-16T16:00:00,NFLX
2022-09-16,AMD,2022-09-16T16:00:00,AMD
2022-09-16,ADBE,2022-09-16T16:00:00,ADBE
2022-09-16,QCOM,2022-09-16T16:00:00,QCOM
2022-09-16,PEP,2022-09-16T16:00:00,PEP
2022-09-16,INTU,2022-09-16T16:00:00,INTU
2022-09-16,CSCO,2022-09-16T16:00:00,CSCO
2022-09-16,TXN,2022-09-16T16:00:00,TXN
2022-09-16,AMGN,2022-09-16T16:00:00,AMGN
2022-09-16,AMAT,2022-09-16T16:00:00,AMAT
