trade_date,ticker,asof_timestamp,instrument_id
2024-03-22,AAPL,2024-03-22T16:00:00,AAPL
2024-03-22,MSFT,2024-03-22T16:00:00,MSFT
2024-03-22,NVDA,2024-03-22T16:00:00,NVDA
2024-03-22,AMZN,2024-03-22T16:00:00,AMZN
2024-03-22,META,2024-03-22T16:00:00,META
2024-03-22,GOOGL,2024-03-22T16:00:00,GOOGL
2024-03-22,GOOG,2024-03-22T16:00:00,GOOG
2024-03-22,TSLA,2024-03-22T16:00:00,TSLA
2024-03-22,AVGO,2024-03-22T16:00:00,AVGO
2024-03-22,COST,2024-03-22T16:00:00,COST
2024-03-22,NFLX,2024-03-22T16:00:00,NFLX
2024-03-22,AMD,2024-03-22T16:00:00,AMD
2024-03-22,ADBE,2024-03-22T16:00:00,ADBE
2024-03-22,QCOM,2024-03-22T16:00:00,QCOM
2024-03-22,PEP,2024-03-22T16:00:00,PEP
2024-03-22,INTU,2024-03-22T16:00:00,INTU
2024-03-22,CSCO,2024-03-22T16:00:00,CSCO
2024-03-22,TXN,2024-03-22T16:00:00,TXN
2024-03-22,AMGN,2024-03-22T16:00:00,AMGN
2024-03-22,AMAT,2024-03-22T16:00:00,AMAT
