trade_date,ticker,asof_timestamp,instrument_id
2021-12-10,AAPL,2021-12-10T16:00:00,AAPL
2021-12-10,MSFT,2021-12-10T16:00:00,MSFT
2021-12-10,NVDA,2021-12-10T16:00:00,NVDA
2021-12-10,AMZN,2021-12-10T16:00:00,AMZN
2021-12-10,META,2021-12-10T16:00:00,META
2021-12-10,GOOGL,2021-12-10T16:00:00,GOOGL
2021-12-10,GOOG,2021-12-10T16:00:00,GOOG
2021-12-10,TSLA,2021-12-10T16:00:00,TSLA
2021-12-10,AVGO,2021-12-10T16:00:00,AVGO
2021-12-10,COST,2021-12-10T16:00:00,COST
2021-12-10,NFLX,2021-12-10T16:00:00,NFLX
2021-12-10,AMD,2021-12-10T16:00:00,AMD
2021-12-10,ADBE,2021-12-10T16:00:00,ADBE
2021-12-10,QCOM,2021-12-10T16:00:00,QCOM
2021-12-10,PEP,2021-12-10T16:00:00,PEP
2021-12-10,INTU,2021-12-10T16:00:00,INTU
2021-12-10,CSCO,2021-12-10T16:00:00,CSCO
2021-12-10,TXN,2021-12-10T16:00:00,TXN
2021-12-10,AMGN,2021-12-10T16:00:00,AMGN
2021-12-10,AMAT,2021-12-10T16:00:00,AMAT
