week_end,H_t,I_t,state_probs_json,state_label,d_t,a_t,g_t_raw,g_t_stress,s_t,drift_probe_raw,drift_flag,maha,huber_weight,eigval_1,eigval_2_raw,eigval_2_reg,condition_number_raw,condition_number_reg,eigval_2_was_floored,state_ok,is_warm
2009-05-08,-3.7874128996876086,0.3856566814403659,,WARMUP,0.3002765125597825,0.1792978604254639,0.2397871864926232,1.9885209989460506,0.8795865784932817,-0.14010752816232216,0,2.549984792024124,0.9803980038702713,1.6145020530313783,0.07993868585593211,0.07993868585593211,20.196754997212263,20.196754997212263,False,True,False
2009-05-15,-3.640480495136197,0.8257009702303931,,WARMUP,0.4351818552697795,0.2400109482072428,0.33759640173851113,2.3661434196731284,0.9142088678468261,-0.14520252082607069,0,3.4581742315466384,0.722924824664458,1.6319355553694526,0.08202583652159273,0.08202583652159273,19.895384485836445,19.895384485836445,False,True,False
2009-06-26,-2.859935849930917,0.3368905357168047,,WARMUP,0.45840200918442536,0.0886752395979396,0.2735386243911825,1.100714289122207,0.7503939179361823,-0.17532271567775234,0,1.540003447319157,1.0,1.7439027322629923,0.08775916763258522,0.08775916763258522,19.871459350709205,19.871459350709205,False,True,False
2009-05-22,-3.491772408223975,0.6663527944799197,,WARMUP,0.3659645635844403,0.16997648460557813,0.2679705240950092,1.8255975128096473,0.8612364295721999,-0.15035920665947602,0,2.864240842776217,0.8728316287735183,1.6577462151394742,0.08375171219470455,0.08375171219470455,19.793579996138753,19.793579996138753,False,True,False
2009-06-19,-2.9775087371681908,0.47550501648959337,,WARMUP,0.4152783588428745,0.03872193166149162,0.22700014525218307,0.9972653415501431,0.7305205725327878,-0.17113068162892664,0,1.9230694908110464,1.0,1.7334857276105078,0.08800664699497929,0.08800664699497929,19.697213640117454,19.697213640117454,False,True,False
2009-06-12,-3.1324829424683154,0.5049136995935808,,WARMUP,0.3827988929667826,0.05123174827409783,0.2170153206204402,1.0371186546396145,0.7382936660597167,-0.1664596391877127,0,2.1023704124252927,1.0,1.718435803404616,0.0874815401392039,0.0874815401392039,19.64341049174691,19.64341049174691,False,True,False
2009-05-01,-4.1125338611206,0.12608134050989603,,WARMUP,0.1852260274913353,0.11707338714756377,0.15114970731944954,1.7284069961867536,0.8492085441687706,-0.1345817792831883,0,2.5628414798409325,0.9754797632490196,1.5631985501091026,0.07960189301131664,0.07960189301131664,19.63770572499915,19.63770572499915,False,True,False
2009-06-05,-3.3273310724329463,0.45536243663735204,,WARMUP,0.33888526031595806,0.29795660963020154,0.31842093497307977,1.7148367314299044,0.8474625786477145,-0.16140072796363067,0,2.1345145992796857,1.0,1.6972768283151654,0.08673829801917736,0.08673829801917736,19.56779031956457,19.56779031956457,False,True,False
2009-05-29,-3.273489128073116,0.8815909011527999,,WARMUP,0.4479989441698854,0.09483534016338488,0.27141714216663515,1.6933461729637376,0.8446637074759293,-0.15559800638213087,0,3.308322370898412,0.7556700102720332,1.6679917325989866,0.08633281707973328,0.08633281707973328,19.320483091134406,19.320483091134406,False,True,False
2009-07-03,-1.1439127654227739,2.494365198729923,,WARMUP,1.5103852853886004,1.349524410340558,1.4299548478645792,6.37768966097186,0.9983038380605809,-0.17879369769662398,0,8.524998889372071,0.2932551701697809,1.7284909334461467,0.09183446798400642,0.09183446798400642,18.82181027876347,18.82181027876347,False,True,False
2009-04-24,-4.138835321819135,0.2996390505823549,,WARMUP,0.1762937544009332,0.3784335994211891,0.2773636769110611,2.556881185279847,0.9280344408253581,-0.12803016218085136,0,2.820508823715695,0.8863648923836864,1.4950614071686386,0.0802454546021274,0.0802454546021274,18.631103961980706,18.631103961980706,False,True,False
2009-04-17,-4.434699623571076,-0.2812171967952217,,WARMUP,0.346676415812661,0.28514364903644196,0.3159100324245515,3.251031636112931,0.9627101653569116,-0.13243198012860916,0,3.172755228063515,0.787958673233633,1.4379828177544378,0.08043919380179028,0.08043919380179028,17.87664383233082,17.87664383233082,False,True,False
2009-07-10,-1.0288174683228077,2.450044288517561,,WARMUP,1.2811787268414339,0.22903220269497268,0.7551054647682033,3.2212726956893674,0.9616270052171779,-0.179126764950442,0,8.142965670934387,0.30701345198144875,1.713199448369129,0.09609990559386056,0.09609990559386056,17.82727504030533,17.82727504030533,False,True,False
2009-04-10,-4.239703769297704,0.2169581780534502,,WARMUP,0.16417137452232192,0.1828878754493787,0.1735296249858503,3.75985321120985,0.977242792283408,-0.13638368582314175,0,2.9633952144918703,0.8436269275776205,1.3838945122971484,0.08058613966079642,0.08058613966079642,17.17286022288999,17.17286022288999,False,True,False
