week_end,H_t,I_t,state_probs_json,state_label,d_t,a_t,g_t_raw,g_t_stress,s_t,drift_probe_raw,drift_flag,maha,huber_weight,eigval_1,eigval_2_raw,eigval_2_reg,condition_number_raw,condition_number_reg,eigval_2_was_floored,state_ok,is_warm
2008-09-12,-5.439809070307659,-5.246728420221875,,WARMUP,2.6571990604268483,0.1401309824772386,1.3986650214520435,5000000000008.412,1.0,-0.011714872148889078,0,19.254819783065482,0.12983762134189059,0.45475881384146877,0.0820049775081948,0.0820049775081948,5.545502573865403,5.545502573865403,False,True,False
2008-09-19,-5.6876636660998905,-5.049645305838903,,WARMUP,2.171991108178596,0.46671482009647525,1.3193529641375357,5000000000007.736,1.0,-0.011315985247038576,0,18.17144369255238,0.13757850186799592,0.4575316294338545,0.08453922906533363,0.08453922906533363,5.412062949855679,5.412062949855679,False,True,False
2008-09-05,-4.8518993972952424,-4.785869971715519,,WARMUP,2.8565760544149277,2.753023398287976,2.804799726351452,5000000000017.973,1.0,-0.012197497952441115,0,18.07725331891606,0.1382953458634115,0.4531472061859925,0.07934580405118123,0.07934580405118123,5.711041832706042,5.711041832706042,False,True,False
2008-09-26,-5.497634602908393,-5.230502746737147,,WARMUP,1.8419073852106125,0.3651179002225354,1.103512642716574,5000000000006.258,1.0,-0.01082731930988311,0,18.057999365703512,0.13844280029979963,0.4599995045027707,0.08721277559130182,0.08721277559130182,5.274450920567294,5.274450920567294,False,True,False
2005-02-18,-2.025715322385759,-1.5150323173903826,,WARMUP,0.47378753669904916,0.45278861868153647,0.4632880776902928,,,0.09527335161120305,0,9.84683899836637,0.25388858296705774,0.07362749212766677,0.013779216648683805,0.013779216648683805,5.343372849479051,5.343372849479051,False,True,False
2005-07-15,0.4931834117504338,-0.5392653412484121,,WARMUP,0.3396897741133157,0.13814354883293534,0.2389166614731255,,,0.1296154779956056,0,8.985901210597348,0.27821360834143977,0.09639245049165204,0.01811548490398668,0.01811548490398668,5.32099753346591,5.32099753346591,False,True,False
2008-10-17,-5.296134515991721,0.7364555287582405,,WARMUP,2.006890512408877,0.24179394921353864,1.1243422308112079,5000000000006.158,1.0,-0.01728981587115507,0,8.78285079499846,0.28464561887168416,0.507093013950768,0.08827221914842927,0.08827221914842927,5.744650115775313,5.744650115775313,False,True,False
2008-10-10,-5.132835026269407,0.6597074654136523,,WARMUP,2.2825299755352093,0.10965992003729201,1.1960949477862506,5000000000006.609,1.0,-0.01099555727322713,0,8.706080274780499,0.287155633889791,0.4915137284635971,0.08780473833025233,0.08780473833025233,5.597804148278527,5.597804148278527,False,True,False
2005-03-18,-0.6754973978116829,1.3591596967654191,,WARMUP,0.532475723512112,0.46306694551787586,0.49777133451499395,,,0.0801262099118804,0,8.628769287851183,0.2897284556581966,0.07911835300446249,0.014253260492517678,0.014253260492517678,5.550895042295486,5.550895042295486,False,True,False
2009-07-03,-1.1439127654227739,2.494365198729923,,WARMUP,1.5103852853886004,1.349524410340558,1.4299548478645792,6.37768966097186,0.9983038380605809,-0.17879369769662398,0,8.524998889372071,0.2932551701697809,1.7284909334461467,0.09183446798400642,0.09183446798400642,18.82181027876347,18.82181027876347,False,True,False
2020-02-07,-1.971944421733765,-2.5376495829920063,"[4.442e-07, 1.82e-07, 0.000170163, 0.999829141, 6.99e-08]",S1,7.731449440140982,5.297136605592394,6.514293022866688,9.258828537915257,0.9999047422135927,0.09931056911369295,0,8.386093852768944,0.29811257110776823,0.2789274664905714,0.08940592012386786,0.08940592012386786,3.1197874380592467,3.1197874380592467,False,True,True
2005-07-29,0.8916900785456572,-0.21463873310272935,,WARMUP,0.23540987375191708,0.13779959485433663,0.18660473430312685,,,0.11504406781885422,0,8.266200007787535,0.30243642757793976,0.0974838983721851,0.019269756625841274,0.019269756625841274,5.0589065687242005,5.0589065687242005,False,True,False
2008-10-24,-5.369257755056824,0.44475819094718017,,WARMUP,1.5533575318161057,0.42909256352818226,0.991225047672144,5000000000005.3,1.0,-0.023765111679542678,0,8.189046443093483,0.3052858495030837,0.5260572861129681,0.08825446748469015,0.08825446748469015,5.9606873295589855,5.9606873295589855,False,True,False
2008-10-03,-4.886176769270733,0.3506122598328757,,WARMUP,2.431076180384107,3.222215731725789,2.826645956054948,5000000000017.285,1.0,-0.010947802197876702,0,8.151143799357914,0.30670542215154284,0.4764101575313051,0.08734026924980128,0.08734026924980128,5.454644937820467,5.454644937820467,False,True,False
2009-07-10,-1.0288174683228077,2.450044288517561,,WARMUP,1.2811787268414339,0.22903220269497268,0.7551054647682033,3.2212726956893674,0.9616270052171779,-0.179126764950442,0,8.142965670934387,0.30701345198144875,1.713199448369129,0.09609990559386056,0.09609990559386056,17.82727504030533,17.82727504030533,False,True,False
2020-02-21,-2.1093324700019656,-2.514386672268526,"[2.673e-07, 1.301e-07, 5.82318e-05, 0.9999413293, 4.14e-08]",S1,5.470757117499243,0.4486509358868784,2.9597040266930605,4.320043960888096,0.9868752510780431,0.09192120490579198,0,7.860751267495602,0.31803575955107,0.2845094496844793,0.09429246668096916,0.09429246668096916,3.017308377848399,3.017308377848399,False,True,True
2005-09-09,1.049990555015294,-0.25028050775286437,,WARMUP,0.18709060269826427,0.01225079411602706,0.09967069840714567,,,0.07251707427661702,0,7.832484750307659,0.3191835132397545,0.10620333189477302,0.02202010451620534,0.02202010451620534,4.823016703513573,4.823016703513573,False,True,False
2005-08-19,0.9712864044571501,-0.1489892566034043,,WARMUP,0.2063729483498907,0.3241638643982829,0.2652684063740868,,,0.07406283797094279,0,7.72043026315001,0.32381614946159437,0.1046852121827712,0.02002156310382098,0.02002156310382098,5.228623341740623,5.228623341740623,False,True,False
2005-09-02,1.061075030497301,-0.16104855813514024,,WARMUP,0.18576913580428914,0.09726961204067743,0.1415193739224833,,,0.07292498250765475,0,7.668611816496275,0.3260042442912737,0.10597046502515736,0.021277206628508426,0.021277206628508426,4.980468859252043,4.980468859252043,False,True,False
2008-10-31,-5.413240943240894,-0.3951901613124026,,WARMUP,0.9086125194293128,0.6703917530886538,0.7895021362589834,5000000000003.943,1.0,-0.0306150147098945,0,7.434759653155047,0.33625834816853684,0.5504411186286684,0.08748164418921665,0.08748164418921665,6.292075597460228,6.292075597460228,False,True,False
