week_end,H_t,I_t,state_probs_json,state_label,d_t,a_t,g_t_raw,g_t_stress,s_t,drift_probe_raw,drift_flag,maha,huber_weight,eigval_1,eigval_2_raw,eigval_2_reg,condition_number_raw,condition_number_reg,eigval_2_was_floored,state_ok,is_warm
2008-09-05,-4.8518993972952424,-4.785869971715519,,WARMUP,2.8565760544149277,2.753023398287976,2.804799726351452,5000000000017.973,1.0,-0.012197497952441115,0,18.07725331891606,0.1382953458634115,0.4531472061859925,0.07934580405118123,0.07934580405118123,5.711041832706042,5.711041832706042,False,True,False
2008-09-12,-5.439809070307659,-5.246728420221875,,WARMUP,2.6571990604268483,0.1401309824772386,1.3986650214520435,5000000000008.412,1.0,-0.011714872148889078,0,19.254819783065482,0.12983762134189059,0.45475881384146877,0.0820049775081948,0.0820049775081948,5.545502573865403,5.545502573865403,False,True,False
2008-09-19,-5.6876636660998905,-5.049645305838903,,WARMUP,2.171991108178596,0.46671482009647525,1.3193529641375357,5000000000007.736,1.0,-0.011315985247038576,0,18.17144369255238,0.13757850186799592,0.4575316294338545,0.08453922906533363,0.08453922906533363,5.412062949855679,5.412062949855679,False,True,False
2008-09-26,-5.497634602908393,-5.230502746737147,,WARMUP,1.8419073852106125,0.3651179002225354,1.103512642716574,5000000000006.258,1.0,-0.01082731930988311,0,18.057999365703512,0.13844280029979963,0.4599995045027707,0.08721277559130182,0.08721277559130182,5.274450920567294,5.274450920567294,False,True,False
2008-10-03,-4.886176769270733,0.3506122598328757,,WARMUP,2.431076180384107,3.222215731725789,2.826645956054948,5000000000017.285,1.0,-0.010947802197876702,0,8.151143799357914,0.30670542215154284,0.4764101575313051,0.08734026924980128,0.08734026924980128,5.454644937820467,5.454644937820467,False,True,False
2008-10-10,-5.132835026269407,0.6597074654136523,,WARMUP,2.2825299755352093,0.10965992003729201,1.1960949477862506,5000000000006.609,1.0,-0.01099555727322713,0,8.706080274780499,0.287155633889791,0.4915137284635971,0.08780473833025233,0.08780473833025233,5.597804148278527,5.597804148278527,False,True,False
2008-10-17,-5.296134515991721,0.7364555287582405,,WARMUP,2.006890512408877,0.24179394921353864,1.1243422308112079,5000000000006.158,1.0,-0.01728981587115507,0,8.78285079499846,0.28464561887168416,0.507093013950768,0.08827221914842927,0.08827221914842927,5.744650115775313,5.744650115775313,False,True,False
2008-10-24,-5.369257755056824,0.44475819094718017,,WARMUP,1.5533575318161057,0.42909256352818226,0.991225047672144,5000000000005.3,1.0,-0.023765111679542678,0,8.189046443093483,0.3052858495030837,0.5260572861129681,0.08825446748469015,0.08825446748469015,5.9606873295589855,5.9606873295589855,False,True,False
2008-10-31,-5.413240943240894,-0.3951901613124026,,WARMUP,0.9086125194293128,0.6703917530886538,0.7895021362589834,5000000000003.943,1.0,-0.0306150147098945,0,7.434759653155047,0.33625834816853684,0.5504411186286684,0.08748164418921665,0.08748164418921665,6.292075597460228,6.292075597460228,False,True,False
2008-11-07,-5.511879452899764,-0.32678171130872646,,WARMUP,0.8429687299925945,0.06615962020114416,0.45456417509686936,5000000000001.823,1.0,-0.03836288094525812,0,7.344664874763902,0.34038312743035315,0.5758439663821471,0.08673233760016964,0.08673233760016964,6.6393225677457215,6.6393225677457215,False,True,False
