trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2023-09-15,AAPL,0.144,2023-09-15T16:00:00,AAPL,0.144
2023-09-15,MSFT,0.128,2023-09-15T16:00:00,MSFT,0.128
2023-09-15,NVDA,0.128,2023-09-15T16:00:00,NVDA,0.128
2023-09-15,AMZN,0.08,2023-09-15T16:00:00,AMZN,0.08
2023-09-15,META,0.08,2023-09-15T16:00:00,META,0.08
2023-09-15,GOOGL,0.04,2023-09-15T16:00:00,GOOGL,0.04
2023-09-15,GOOG,0.04,2023-09-15T16:00:00,GOOG,0.04
2023-09-15,TSLA,0.048,2023-09-15T16:00:00,TSLA,0.048
2023-09-15,AVGO,0.048,2023-09-15T16:00:00,AVGO,0.048
2023-09-15,COST,0.032,2023-09-15T16:00:00,COST,0.032
2023-09-15,NFLX,0.024,2023-09-15T16:00:00,NFLX,0.024
2023-09-15,AMD,0.024,2023-09-15T16:00:00,AMD,0.024
2023-09-15,ADBE,0.016,2023-09-15T16:00:00,ADBE,0.016
2023-09-15,QCOM,0.032,2023-09-15T16:00:00,QCOM,0.032
2023-09-15,PEP,0.024,2023-09-15T16:00:00,PEP,0.024
2023-09-15,INTU,0.032,2023-09-15T16:00:00,INTU,0.032
2023-09-15,CSCO,0.024,2023-09-15T16:00:00,CSCO,0.024
2023-09-15,TXN,0.024,2023-09-15T16:00:00,TXN,0.024
2023-09-15,AMGN,0.016,2023-09-15T16:00:00,AMGN,0.016
2023-09-15,AMAT,0.016,2023-09-15T16:00:00,AMAT,0.016
