trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2023-12-29,AAPL,0.144,2023-12-29T16:00:00,AAPL,0.144
2023-12-29,MSFT,0.128,2023-12-29T16:00:00,MSFT,0.128
2023-12-29,NVDA,0.128,2023-12-29T16:00:00,NVDA,0.128
2023-12-29,AMZN,0.08,2023-12-29T16:00:00,AMZN,0.08
2023-12-29,META,0.08,2023-12-29T16:00:00,META,0.08
2023-12-29,GOOGL,0.04,2023-12-29T16:00:00,GOOGL,0.04
2023-12-29,GOOG,0.04,2023-12-29T16:00:00,GOOG,0.04
2023-12-29,TSLA,0.048,2023-12-29T16:00:00,TSLA,0.048
2023-12-29,AVGO,0.048,2023-12-29T16:00:00,AVGO,0.048
2023-12-29,COST,0.032,2023-12-29T16:00:00,COST,0.032
2023-12-29,NFLX,0.024,2023-12-29T16:00:00,NFLX,0.024
2023-12-29,AMD,0.024,2023-12-29T16:00:00,AMD,0.024
2023-12-29,ADBE,0.016,2023-12-29T16:00:00,ADBE,0.016
2023-12-29,QCOM,0.032,2023-12-29T16:00:00,QCOM,0.032
2023-12-29,PEP,0.024,2023-12-29T16:00:00,PEP,0.024
2023-12-29,INTU,0.032,2023-12-29T16:00:00,INTU,0.032
2023-12-29,CSCO,0.024,2023-12-29T16:00:00,CSCO,0.024
2023-12-29,TXN,0.024,2023-12-29T16:00:00,TXN,0.024
2023-12-29,AMGN,0.016,2023-12-29T16:00:00,AMGN,0.016
2023-12-29,AMAT,0.016,2023-12-29T16:00:00,AMAT,0.016
