trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2022-04-29,AAPL,0.144,2022-04-29T16:00:00,AAPL,0.144
2022-04-29,MSFT,0.128,2022-04-29T16:00:00,MSFT,0.128
2022-04-29,NVDA,0.128,2022-04-29T16:00:00,NVDA,0.128
2022-04-29,AMZN,0.08,2022-04-29T16:00:00,AMZN,0.08
2022-04-29,META,0.08,2022-04-29T16:00:00,META,0.08
2022-04-29,GOOGL,0.04,2022-04-29T16:00:00,GOOGL,0.04
2022-04-29,GOOG,0.04,2022-04-29T16:00:00,GOOG,0.04
2022-04-29,TSLA,0.048,2022-04-29T16:00:00,TSLA,0.048
2022-04-29,AVGO,0.048,2022-04-29T16:00:00,AVGO,0.048
2022-04-29,COST,0.032,2022-04-29T16:00:00,COST,0.032
2022-04-29,NFLX,0.024,2022-04-29T16:00:00,NFLX,0.024
2022-04-29,AMD,0.024,2022-04-29T16:00:00,AMD,0.024
2022-04-29,ADBE,0.016,2022-04-29T16:00:00,ADBE,0.016
2022-04-29,QCOM,0.032,2022-04-29T16:00:00,QCOM,0.032
2022-04-29,PEP,0.024,2022-04-29T16:00:00,PEP,0.024
2022-04-29,INTU,0.032,2022-04-29T16:00:00,INTU,0.032
2022-04-29,CSCO,0.024,2022-04-29T16:00:00,CSCO,0.024
2022-04-29,TXN,0.024,2022-04-29T16:00:00,TXN,0.024
2022-04-29,AMGN,0.016,2022-04-29T16:00:00,AMGN,0.016
2022-04-29,AMAT,0.016,2022-04-29T16:00:00,AMAT,0.016
