trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2024-11-15,AAPL,0.144,2024-11-15T16:00:00,AAPL,0.144
2024-11-15,MSFT,0.128,2024-11-15T16:00:00,MSFT,0.128
2024-11-15,NVDA,0.128,2024-11-15T16:00:00,NVDA,0.128
2024-11-15,AMZN,0.08,2024-11-15T16:00:00,AMZN,0.08
2024-11-15,META,0.08,2024-11-15T16:00:00,META,0.08
2024-11-15,GOOGL,0.04,2024-11-15T16:00:00,GOOGL,0.04
2024-11-15,GOOG,0.04,2024-11-15T16:00:00,GOOG,0.04
2024-11-15,TSLA,0.048,2024-11-15T16:00:00,TSLA,0.048
2024-11-15,AVGO,0.048,2024-11-15T16:00:00,AVGO,0.048
2024-11-15,COST,0.032,2024-11-15T16:00:00,COST,0.032
2024-11-15,NFLX,0.024,2024-11-15T16:00:00,NFLX,0.024
2024-11-15,AMD,0.024,2024-11-15T16:00:00,AMD,0.024
2024-11-15,ADBE,0.016,2024-11-15T16:00:00,ADBE,0.016
2024-11-15,QCOM,0.032,2024-11-15T16:00:00,QCOM,0.032
2024-11-15,PEP,0.024,2024-11-15T16:00:00,PEP,0.024
2024-11-15,INTU,0.032,2024-11-15T16:00:00,INTU,0.032
2024-11-15,CSCO,0.024,2024-11-15T16:00:00,CSCO,0.024
2024-11-15,TXN,0.024,2024-11-15T16:00:00,TXN,0.024
2024-11-15,AMGN,0.016,2024-11-15T16:00:00,AMGN,0.016
2024-11-15,AMAT,0.016,2024-11-15T16:00:00,AMAT,0.016
