trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2023-06-09,AAPL,0.144,2023-06-09T16:00:00,AAPL,0.144
2023-06-09,MSFT,0.128,2023-06-09T16:00:00,MSFT,0.128
2023-06-09,NVDA,0.128,2023-06-09T16:00:00,NVDA,0.128
2023-06-09,AMZN,0.08,2023-06-09T16:00:00,AMZN,0.08
2023-06-09,META,0.08,2023-06-09T16:00:00,META,0.08
2023-06-09,GOOGL,0.04,2023-06-09T16:00:00,GOOGL,0.04
2023-06-09,GOOG,0.04,2023-06-09T16:00:00,GOOG,0.04
2023-06-09,TSLA,0.048,2023-06-09T16:00:00,TSLA,0.048
2023-06-09,AVGO,0.048,2023-06-09T16:00:00,AVGO,0.048
2023-06-09,COST,0.032,2023-06-09T16:00:00,COST,0.032
2023-06-09,NFLX,0.024,2023-06-09T16:00:00,NFLX,0.024
2023-06-09,AMD,0.024,2023-06-09T16:00:00,AMD,0.024
2023-06-09,ADBE,0.016,2023-06-09T16:00:00,ADBE,0.016
2023-06-09,QCOM,0.032,2023-06-09T16:00:00,QCOM,0.032
2023-06-09,PEP,0.024,2023-06-09T16:00:00,PEP,0.024
2023-06-09,INTU,0.032,2023-06-09T16:00:00,INTU,0.032
2023-06-09,CSCO,0.024,2023-06-09T16:00:00,CSCO,0.024
2023-06-09,TXN,0.024,2023-06-09T16:00:00,TXN,0.024
2023-06-09,AMGN,0.016,2023-06-09T16:00:00,AMGN,0.016
2023-06-09,AMAT,0.016,2023-06-09T16:00:00,AMAT,0.016
