trade_date,ticker,weight,asof_timestamp,instrument_id,normalized_weight
2021-06-11,AAPL,0.144,2021-06-11T16:00:00,AAPL,0.144
2021-06-11,MSFT,0.128,2021-06-11T16:00:00,MSFT,0.128
2021-06-11,NVDA,0.128,2021-06-11T16:00:00,NVDA,0.128
2021-06-11,AMZN,0.08,2021-06-11T16:00:00,AMZN,0.08
2021-06-11,META,0.08,2021-06-11T16:00:00,META,0.08
2021-06-11,GOOGL,0.04,2021-06-11T16:00:00,GOOGL,0.04
2021-06-11,GOOG,0.04,2021-06-11T16:00:00,GOOG,0.04
2021-06-11,TSLA,0.048,2021-06-11T16:00:00,TSLA,0.048
2021-06-11,AVGO,0.048,2021-06-11T16:00:00,AVGO,0.048
2021-06-11,COST,0.032,2021-06-11T16:00:00,COST,0.032
2021-06-11,NFLX,0.024,2021-06-11T16:00:00,NFLX,0.024
2021-06-11,AMD,0.024,2021-06-11T16:00:00,AMD,0.024
2021-06-11,ADBE,0.016,2021-06-11T16:00:00,ADBE,0.016
2021-06-11,QCOM,0.032,2021-06-11T16:00:00,QCOM,0.032
2021-06-11,PEP,0.024,2021-06-11T16:00:00,PEP,0.024
2021-06-11,INTU,0.032,2021-06-11T16:00:00,INTU,0.032
2021-06-11,CSCO,0.024,2021-06-11T16:00:00,CSCO,0.024
2021-06-11,TXN,0.024,2021-06-11T16:00:00,TXN,0.024
2021-06-11,AMGN,0.016,2021-06-11T16:00:00,AMGN,0.016
2021-06-11,AMAT,0.016,2021-06-11T16:00:00,AMAT,0.016
